start,finish,energy,point_id,vehicle_id,payment_id,pricing_id
'2018-07-16 06:20:42','2018-07-16 13:34:10',13.973,3968,1,1,3
'2018-07-16 06:54:15','2018-07-16 08:55:01',6.215,328,3,1,1
'2018-07-16 07:51:38','2018-07-16 10:06:43',13.878,12604,9,1,3
'2018-07-16 11:48:52','2018-07-16 15:46:13',12.348,311,19,1,2
'2018-07-16 13:31:26','2018-07-17 00:07:37',11.457,20597,8,2,1
'2018-07-16 13:47:18','2018-07-16 17:14:15',16.808,108814,17,2,3
'2018-07-16 13:58:05','2018-07-16 17:03:13',16.654,20412,53,2,1
'2018-07-16 14:27:03','2018-07-16 14:44:11',1.833,133928,63,1,1
'2018-07-16 14:29:02','2018-07-16 16:43:52',14.579,311,31,2,2
'2018-07-16 14:33:23','2018-07-16 17:15:12',14.961,20552,59,2,3
'2018-07-16 14:56:40','2018-07-16 15:49:55',2.615,20321,73,1,2
'2018-07-16 15:11:06','2018-07-16 18:25:45',11.833,108814,33,1,2
'2018-07-16 15:11:56','2018-07-16 21:01:48',13.906,328,74,2,1
'2018-07-16 15:12:29','2018-07-16 22:12:26',13.877,15689,30,1,1
'2018-07-16 15:15:37','2018-07-17 00:24:19',3.019,12628,30,1,2
'2018-07-16 15:17:23','2018-07-16 17:19:39',6.437,20623,41,1,2
'2018-07-16 15:29:53','2018-07-16 20:48:14',5.594,15627,2,2,2
'2018-07-16 15:30:58','2018-07-16 19:59:03',13.902,24727,65,1,1
'2018-07-16 15:46:41','2018-07-16 19:19:55',4.937,20600,1,2,2
'2018-07-16 15:48:14','2018-07-16 17:45:00',6.399,314,9,2,2
'2018-07-16 15:51:09','2018-07-16 21:01:34',13.926,277,54,1,2
'2018-07-16 15:54:36','2018-07-16 19:56:21',23.627,281,89,2,1
'2018-07-16 15:58:08','2018-07-16 23:14:02',16.456,21041,87,1,3
'2018-07-16 16:07:26','2018-07-16 19:26:14',9.868,6758,51,1,2
'2018-07-16 16:07:51','2018-07-16 22:41:50',15.322,12604,69,1,3
'2018-07-16 16:13:40','2018-07-16 22:57:08',13.892,300,79,1,3
'2018-07-16 16:13:51','2018-07-16 21:02:14',10.483,20053,88,2,1
'2018-07-16 16:30:37','2018-07-16 21:28:43',8.773,20577,84,2,3
'2018-07-16 16:33:15','2018-07-16 23:31:46',12.479,146500,24,1,3
'2018-07-16 16:42:42','2018-07-16 18:00:35',3.876,166575,63,2,3
'2018-07-16 16:59:59','2018-07-16 19:11:24',12.737,20650,43,1,3
'2018-07-16 17:13:29','2018-07-16 18:23:42',2.313,20382,4,2,3
'2018-07-16 17:24:13','2018-07-16 20:48:31',9.444,21114,64,1,1
'2018-07-16 17:41:40','2018-07-16 20:39:18',7.228,3326,21,2,3
'2018-07-16 17:55:16','2018-07-16 18:40:26',4.775,133929,42,2,2
'2018-07-16 18:23:00','2018-07-17 03:02:46',9.246,253379,5,1,1
'2018-07-16 18:48:36','2018-07-16 19:34:33',4.852,24727,67,2,2
'2018-07-16 18:50:41','2018-07-16 19:34:15',4.918,20558,57,2,2
'2018-07-16 19:04:15','2018-07-16 22:54:22',11.232,20377,63,1,1
'2018-07-16 19:06:01','2018-07-16 19:54:09',1.393,20377,1,1,3
'2018-07-16 19:28:10','2018-07-16 22:03:02',8.673,285,91,1,3
'2018-07-16 19:33:03','2018-07-16 20:34:56',5.855,20608,63,2,3
'2018-07-16 19:33:42','2018-07-16 21:54:11',5.218,282,87,2,3
'2018-07-16 19:33:52','2018-07-17 00:55:33',34.508,300,26,2,1
'2018-07-16 19:36:38','2018-07-17 11:08:17',13.948,3323,62,1,3
'2018-07-16 19:41:06','2018-07-17 00:29:05',11.562,20785,91,1,1
'2018-07-16 19:44:31','2018-07-16 20:02:35',0.784,21120,65,1,1
'2018-07-16 20:52:44','2018-07-16 22:40:03',5.242,20558,42,2,3
'2018-07-16 21:10:44','2018-07-17 00:38:01',9.578,20616,43,2,2
'2018-07-16 21:27:37','2018-07-16 22:43:00',2.773,20294,49,1,1
'2018-07-16 22:14:13','2018-07-16 23:04:48',2.549,287,52,2,2
'2018-07-16 22:57:01','2018-07-17 01:22:27',13.883,3415,73,1,2
'2018-07-16 23:37:48','2018-07-17 00:55:41',3.671,92122,2,2,2
'2018-07-16 23:47:21','2018-07-17 01:03:08',4.32,312,28,2,1
'2018-07-17 00:29:40','2018-07-17 03:42:38',9.985,20377,42,2,1
'2018-07-17 00:40:22','2018-07-17 03:00:14',14.581,315,3,1,3
'2018-07-17 00:41:03','2018-07-17 01:09:52',1.064,6665,89,2,3
'2018-07-17 00:59:36','2018-07-18 02:26:02',41.984,311,26,2,1
'2018-07-17 01:08:54','2018-07-17 02:35:28',4.434,22503,46,2,1
'2018-07-17 01:23:46','2018-07-17 02:19:57',5.14,24727,20,2,3
'2018-07-17 01:24:58','2018-07-17 03:24:04',11.955,20999,59,2,3
'2018-07-17 01:26:04','2018-07-17 04:15:30',8.648,73817,36,1,1
'2018-07-17 01:52:02','2018-07-17 03:43:45',11.487,3991,40,1,2
'2018-07-17 02:05:04','2018-07-17 03:17:58',7.747,184,17,1,3
'2018-07-17 02:16:05','2018-07-17 04:23:30',5.997,92122,46,1,1
'2018-07-17 02:26:18','2018-07-17 07:21:15',31.9,3968,18,1,1
'2018-07-17 02:36:52','2018-07-17 07:00:18',13.818,75111,65,2,3
'2018-07-17 02:50:22','2018-07-17 03:24:19',3.167,109090,41,2,2
'2018-07-17 03:00:09','2018-07-17 05:08:41',13.059,6670,48,2,1
'2018-07-17 03:06:47','2018-07-17 04:15:08',3.866,44239,4,2,2
'2018-07-17 03:20:15','2018-07-17 04:12:59',3.618,190,36,2,1
'2018-07-17 03:30:57','2018-07-17 05:41:43',6.666,20764,40,1,3
'2018-07-17 03:43:30','2018-07-17 08:31:41',16.386,21041,85,2,2
'2018-07-17 03:59:37','2018-07-17 06:09:32',14.028,184,30,2,2
'2018-07-17 07:28:51','2018-07-17 08:05:18',1.462,6669,7,1,1
'2018-07-17 11:44:16','2018-07-17 15:34:39',12.076,6768,60,1,3
'2018-07-17 13:50:27','2018-07-17 15:06:35',6.483,317,32,1,2
'2018-07-17 13:54:58','2018-07-17 17:34:04',11.849,332,1,2,3
'2018-07-17 14:00:31','2018-07-17 16:50:17',13.691,20445,38,2,2
'2018-07-17 14:27:53','2018-07-17 15:27:15',2.461,6670,11,1,3
'2018-07-17 14:36:46','2018-07-17 15:51:10',7.689,332,2,2,3
'2018-07-17 14:43:09','2018-07-17 19:23:23',18.313,20053,44,1,1
'2018-07-17 15:01:18','2018-07-17 16:12:30',3.848,12601,4,1,3
'2018-07-17 15:02:17','2018-07-18 00:15:58',2.956,184,6,1,1
'2018-07-17 15:20:51','2018-07-17 20:39:50',12.154,277,19,1,2
'2018-07-17 15:33:10','2018-07-17 20:45:11',31.528,312,32,1,2
'2018-07-17 15:35:09','2018-07-17 16:41:33',6.948,6768,53,2,1
'2018-07-17 15:44:02','2018-07-17 20:01:45',24.056,20375,83,1,1
'2018-07-17 15:45:50','2018-07-17 21:20:43',25.232,322,56,1,3
'2018-07-17 15:50:00','2018-07-17 17:33:53',4.846,127818,90,2,3
'2018-07-17 15:56:06','2018-07-17 18:10:56',9.247,26375,41,2,2
'2018-07-17 15:58:32','2018-07-17 17:32:51',4.779,24727,89,2,3
'2018-07-17 15:59:56','2018-07-17 22:05:04',12.174,91342,54,1,1
'2018-07-17 16:01:13','2018-07-17 18:24:24',6.516,21057,60,2,3
'2018-07-17 16:19:13','2018-07-17 21:16:31',2.764,20616,30,2,3
'2018-07-17 16:32:08','2018-07-17 22:16:49',16.604,20600,91,2,3
'2018-07-17 16:42:19','2018-07-17 18:36:19',7.29,24727,18,1,1
'2018-07-17 16:49:21','2018-07-17 17:46:49',1.768,314,25,2,3
'2018-07-17 16:51:16','2018-07-18 01:16:27',13.907,277,77,2,3
'2018-07-17 17:14:19','2018-07-17 19:30:19',11.145,3415,49,2,3
'2018-07-17 17:27:27','2018-07-17 20:59:43',12.348,91342,5,2,1
'2018-07-17 17:58:48','2018-07-17 20:20:51',15.924,3873,71,1,2
'2018-07-17 18:01:52','2018-07-17 20:01:12',7.959,12601,9,1,1
'2018-07-17 18:02:53','2018-07-17 18:57:43',1.834,22503,91,2,3
'2018-07-17 18:09:33','2018-07-17 19:48:43',4.791,20673,82,1,3
'2018-07-17 18:22:50','2018-07-17 19:11:34',2.636,20573,33,2,2
'2018-07-17 18:24:40','2018-07-17 20:18:00',7.668,3991,30,2,2
'2018-07-17 18:38:37','2018-07-17 20:09:42',3.2,6666,34,2,2
'2018-07-17 18:58:25','2018-07-17 22:55:02',10.262,184,8,1,1
'2018-07-17 19:45:47','2018-07-17 23:10:53',7.155,3323,79,1,2
'2018-07-17 19:51:16','2018-07-17 23:18:56',7.53,20001,80,1,1
'2018-07-17 19:52:22','2018-07-17 20:19:06',1.62,21114,86,1,3
'2018-07-17 19:57:58','2018-07-17 20:44:44',3.596,21041,81,2,2
'2018-07-17 20:04:59','2018-07-17 22:15:16',6.987,20623,16,1,1
'2018-07-17 20:51:21','2018-07-17 23:58:54',9.136,3991,46,2,3
'2018-07-17 20:59:35','2018-07-17 21:56:55',6.535,16161,87,1,3
'2018-07-17 21:30:50','2018-07-17 22:28:44',1.963,20600,70,2,3
'2018-07-17 21:34:07','2018-07-17 23:00:44',3.044,21057,79,1,3
'2018-07-17 21:36:00','2018-07-18 01:53:40',22.818,20616,35,1,3
'2018-07-17 22:57:59','2018-07-18 00:53:54',12.879,20413,64,1,1
'2018-07-17 23:08:06','2018-07-18 01:19:37',11.596,143775,60,2,3
'2018-07-17 23:46:18','2018-07-18 00:20:46',1.287,287,9,2,2
'2018-07-17 23:58:26','2018-07-18 00:12:22',0.791,277,80,2,3
'2018-07-18 00:11:37','2018-07-18 05:07:53',16.158,12498,69,2,1
'2018-07-18 00:33:38','2018-07-18 03:38:32',9.616,20573,21,2,2
'2018-07-18 00:42:45','2018-07-18 01:17:22',3.6,281,41,2,1
'2018-07-18 00:49:40','2018-07-18 02:07:53',8.632,20597,51,2,3
'2018-07-18 01:12:55','2018-07-18 03:03:19',11.362,328,30,2,2
'2018-07-18 01:18:18','2018-07-18 02:39:29',2.634,21022,85,2,1
'2018-07-18 01:20:46','2018-07-18 01:32:07',1.153,20375,8,2,1
'2018-07-18 01:35:51','2018-07-18 02:55:34',2.442,16134,82,2,2
'2018-07-18 01:39:48','2018-07-18 03:00:31',8.465,21022,59,1,1
'2018-07-18 01:44:58','2018-07-18 04:06:11',13.604,328,32,1,1
'2018-07-18 01:45:22','2018-07-18 04:22:20',13.881,12601,30,2,2
'2018-07-18 01:46:47','2018-07-18 04:16:07',8.294,127818,29,1,2
'2018-07-18 01:48:30','2018-07-18 03:47:21',10.173,20321,41,1,2
'2018-07-18 02:19:54','2018-07-18 03:31:57',2.344,20999,3,1,2
'2018-07-18 02:35:38','2018-07-18 04:37:08',6.024,314,85,2,1
'2018-07-18 02:36:14','2018-07-18 04:41:06',6.764,331,81,2,1
'2018-07-18 03:00:52','2018-07-18 04:52:47',11.358,332,16,2,1
'2018-07-18 03:31:21','2018-07-18 03:53:25',2.275,91342,84,1,3
'2018-07-18 03:45:48','2018-07-18 03:53:21',0.696,20412,82,1,2
'2018-07-18 11:48:08','2018-07-18 15:39:07',12.163,190,28,2,3
'2018-07-18 14:04:24','2018-07-18 16:51:59',13.996,317,7,2,1
'2018-07-18 14:23:58','2018-07-18 18:58:06',2.561,232177,55,2,2
'2018-07-18 14:30:54','2018-07-18 17:25:04',9.592,329,87,2,2
'2018-07-18 14:38:51','2018-07-18 15:27:30',4.652,22503,88,2,1
'2018-07-18 15:05:18','2018-07-18 16:20:03',3.518,3968,6,2,3
'2018-07-18 15:09:06','2018-07-18 16:33:01',4.301,73817,26,2,2
'2018-07-18 15:22:34','2018-07-18 18:15:04',6.586,20321,46,1,1
'2018-07-18 15:33:04','2018-07-18 17:46:15',7.237,21014,76,1,2
'2018-07-18 15:34:28','2018-07-18 17:35:20',7.061,109090,74,2,2
'2018-07-18 15:37:46','2018-07-18 16:55:44',3.656,20375,79,1,1
'2018-07-18 15:41:51','2018-07-18 19:25:22',8.783,20623,23,1,1
'2018-07-18 15:44:55','2018-07-18 18:13:32',5.825,20377,91,1,3
'2018-07-18 15:45:48','2018-07-18 21:14:34',11.015,21057,73,1,3
'2018-07-18 15:45:53','2018-07-18 20:29:20',24.273,20650,77,2,2
'2018-07-18 15:46:17','2018-07-18 16:55:18',6.79,6666,59,2,2
'2018-07-18 15:48:46','2018-07-18 16:24:02',1.757,232177,91,2,1
'2018-07-18 15:51:01','2018-07-18 18:34:01',8.304,20321,20,2,2
'2018-07-18 15:51:07','2018-07-19 00:40:17',2.381,21073,46,1,3
'2018-07-18 15:54:12','2018-07-18 21:30:12',17.319,3968,33,2,2
'2018-07-18 16:03:31','2018-07-18 17:46:18',4.735,311,61,2,1
'2018-07-18 16:05:43','2018-07-18 19:49:23',8.611,20650,73,1,2
'2018-07-18 16:09:06','2018-07-19 00:39:53',13.952,133928,43,1,2
'2018-07-18 16:09:20','2018-07-18 20:24:01',13.87,6668,49,2,3
'2018-07-18 16:15:26','2018-07-18 20:34:15',8.734,20558,22,1,2
'2018-07-18 16:20:26','2018-07-18 23:41:31',22.056,143775,6,1,2
'2018-07-18 16:26:12','2018-07-18 21:17:13',11.825,318,84,2,3
'2018-07-18 16:34:52','2018-07-18 17:19:27',1.399,20377,83,2,1
'2018-07-18 16:41:36','2018-07-18 19:06:37',13.335,6776,35,1,1
'2018-07-18 17:04:39','2018-07-18 23:26:57',13.95,315,46,1,1
'2018-07-18 17:12:11','2018-07-18 17:53:17',1.449,15689,73,2,2
'2018-07-18 17:12:57','2018-07-18 19:20:52',6.623,20644,36,2,2
'2018-07-18 17:22:47','2018-07-18 18:18:58',2.483,6666,44,1,2
'2018-07-18 17:22:52','2018-07-18 20:39:30',17.498,15689,74,2,1
'2018-07-18 17:40:05','2018-07-18 19:31:56',3.009,281,1,1,3
'2018-07-18 17:52:27','2018-07-19 00:47:48',4.052,21114,11,2,1
'2018-07-18 17:54:49','2018-07-18 20:03:20',7.299,3968,45,2,2
'2018-07-18 18:31:23','2018-07-18 22:01:09',20.401,20999,72,1,2
'2018-07-18 19:42:06','2018-07-18 21:00:21',2.342,20999,46,2,3
'2018-07-18 19:47:32','2018-07-18 20:48:16',3.55,6768,44,1,1
'2018-07-18 19:47:59','2018-07-18 20:18:30',0.868,6668,76,1,2
'2018-07-18 19:58:24','2018-07-19 00:06:42',9.118,20413,35,2,2
'2018-07-18 20:21:30','2018-07-18 22:39:55',4.102,20514,15,2,1
'2018-07-18 20:37:58','2018-07-18 21:41:48',2.143,91342,6,2,2
'2018-07-18 20:51:53','2018-07-19 02:30:20',13.937,20673,2,2,2
'2018-07-18 21:01:07','2018-07-18 23:01:26',6.05,20377,24,2,3
'2018-07-18 21:49:07','2018-07-18 23:00:26',3.663,21094,1,1,1
'2018-07-18 22:08:51','2018-07-18 22:52:09',1.703,324,41,2,2
'2018-07-18 22:11:20','2018-07-19 00:19:29',12.876,21057,20,1,3
'2018-07-18 23:14:34','2018-07-19 01:39:09',14.298,6668,79,1,3
'2018-07-18 23:21:12','2018-07-18 23:53:39',1.791,322,48,1,3
'2018-07-18 23:39:49','2018-07-19 12:22:11',16.661,20644,12,1,2
'2018-07-18 23:54:48','2018-07-19 01:17:09',8.78,20644,23,2,1
'2018-07-19 00:16:59','2018-07-19 01:42:25',4.71,311,63,1,1
'2018-07-19 00:29:16','2018-07-19 00:51:08',2.033,3324,47,2,2
'2018-07-19 00:30:35','2018-07-19 01:21:49',5.215,20558,37,1,1
'2018-07-19 00:38:29','2018-07-19 03:38:45',9.046,314,5,1,2
'2018-07-19 00:43:29','2018-07-19 05:50:46',16.972,20303,3,1,2
'2018-07-19 01:11:40','2018-07-19 01:23:40',1.11,20597,45,2,2
'2018-07-19 01:14:08','2018-07-19 02:38:55',4.761,20382,52,2,3
'2018-07-19 01:21:32','2018-07-19 02:28:26',2.051,6776,10,1,3
'2018-07-19 01:23:08','2018-07-19 02:57:54',9.618,21057,54,2,2
'2018-07-19 01:25:54','2018-07-19 02:02:55',2.043,20573,50,1,2
'2018-07-19 01:28:46','2018-07-19 03:20:48',7.575,300,62,1,1
'2018-07-19 01:45:57','2018-07-19 02:17:20',1.641,21014,65,2,1
'2018-07-19 01:48:19','2018-07-19 03:18:11',5.892,20644,87,1,1
'2018-07-19 01:49:26','2018-07-19 02:34:21',1.622,20616,10,2,2
'2018-07-19 01:57:11','2018-07-19 04:08:48',4.228,3326,27,2,2
'2018-07-19 02:09:03','2018-07-19 04:17:39',13.02,52475,89,2,2
'2018-07-19 02:11:30','2018-07-19 03:14:42',2.153,20616,31,1,3
'2018-07-19 02:20:03','2018-07-19 02:35:56',1.572,20321,21,1,1
'2018-07-19 02:28:28','2018-07-19 02:35:41',0.531,20375,76,2,2
'2018-07-19 02:37:19','2018-07-19 02:51:49',1.538,73817,84,1,1
'2018-07-19 02:39:54','2018-07-19 04:51:23',6.057,33433,64,2,3
'2018-07-19 03:12:57','2018-07-19 03:23:27',0.516,20445,40,1,3
'2018-07-19 03:13:32','2018-07-19 13:12:59',13.827,20678,18,1,1
'2018-07-19 04:21:13','2018-07-19 12:41:09',13.933,146500,31,1,2
'2018-07-19 04:30:19','2018-07-19 05:34:09',3.676,253379,45,2,3
'2018-07-19 05:14:45','2018-07-19 05:37:12',2.081,73817,7,2,3
'2018-07-19 07:55:50','2018-07-19 09:01:50',2.951,6665,89,1,3
'2018-07-19 08:02:11','2018-07-19 14:05:26',13.944,12555,5,2,1
'2018-07-19 11:45:37','2018-07-19 15:45:57',12.104,92122,83,2,1
'2018-07-19 13:11:14','2018-07-19 14:25:11',4.101,86,4,1,1
'2018-07-19 13:30:29','2018-07-19 14:39:03',3.821,20413,1,2,2
'2018-07-19 13:49:23','2018-07-19 15:11:20',6.781,12604,70,2,1
'2018-07-19 14:04:25','2018-07-19 16:49:04',13.067,190,42,2,2
'2018-07-19 14:09:19','2018-07-19 21:02:18',16.643,329,11,2,1
'2018-07-19 14:29:52','2018-07-19 16:01:52',3.898,253379,84,1,1
'2018-07-19 14:35:03','2018-07-19 15:46:34',7.295,333,20,2,1
'2018-07-19 14:45:25','2018-07-19 18:03:42',9.805,333,83,2,1
'2018-07-19 14:56:10','2018-07-19 16:28:03',4.873,24727,91,2,3
'2018-07-19 15:01:43','2018-07-19 16:53:57',4.286,15627,86,2,2
'2018-07-19 15:04:18','2018-07-19 20:09:10',10.578,143775,87,2,1
'2018-07-19 15:05:52','2018-07-19 20:57:38',14.911,20644,27,1,3
'2018-07-19 15:07:39','2018-07-19 20:40:54',30.981,127818,82,2,2
'2018-07-19 15:12:38','2018-07-20 00:13:38',5.394,277,86,1,2
'2018-07-19 15:27:50','2018-07-19 18:34:29',6.488,20053,82,2,3
'2018-07-19 15:32:14','2018-07-19 19:55:04',16.963,21022,79,2,3
'2018-07-19 15:34:13','2018-07-19 18:37:48',7.02,127818,22,1,1
'2018-07-19 15:36:32','2018-07-19 16:13:53',1.96,133928,83,1,3
'2018-07-19 15:42:15','2018-07-19 17:28:22',3.486,314,45,1,3
'2018-07-19 15:43:16','2018-07-19 18:50:57',7.107,16161,7,1,2
'2018-07-19 15:48:14','2018-07-19 17:29:00',2.993,20436,57,1,2
'2018-07-19 15:51:18','2018-07-19 18:41:04',7.334,108814,9,1,1
'2018-07-19 15:57:19','2018-07-19 15:56:21',1.337,108814,66,2,1
'2018-07-19 15:57:57','2018-07-19 18:36:53',5.998,21046,57,2,2
'2018-07-19 16:01:24','2018-07-19 17:33:44',4.718,20294,20,1,1
'2018-07-19 16:03:27','2018-07-19 18:34:57',5.296,21014,23,2,3
'2018-07-19 16:20:09','2018-07-19 19:13:21',5.358,190,24,2,2
'2018-07-19 16:20:41','2018-07-19 17:05:05',1.312,253379,37,1,2
'2018-07-19 16:24:20','2018-07-19 18:48:41',13.895,3415,16,2,2
'2018-07-19 16:24:32','2018-07-19 18:21:26',4.003,12604,29,1,1
'2018-07-19 16:26:09','2018-07-19 17:55:16',2.526,133929,20,1,2
'2018-07-19 16:26:29','2018-07-19 22:51:45',13.891,3326,58,2,3
'2018-07-19 16:29:40','2018-07-20 00:13:37',13.904,15689,71,2,1
'2018-07-19 16:41:50','2018-07-19 23:47:54',18.398,75111,24,2,2
'2018-07-19 16:42:14','2018-07-19 20:20:32',13.701,12604,87,1,1
'2018-07-19 16:45:16','2018-07-19 20:22:08',6.189,331,40,1,1
'2018-07-19 16:50:20','2018-07-19 19:01:06',8.175,3968,33,1,1
'2018-07-19 17:03:51','2018-07-19 20:20:58',4.89,20377,36,1,3
'2018-07-19 17:05:08','2018-07-19 20:27:22',12.388,253379,48,2,2
'2018-07-19 17:21:01','2018-07-19 21:54:52',20.348,16134,14,1,1
'2018-07-19 17:27:08','2018-07-19 22:27:32',9.961,91283,66,1,2
'2018-07-19 17:30:48','2018-07-19 20:26:36',5.115,73817,22,1,2
'2018-07-19 18:02:26','2018-07-19 22:22:07',8.548,330,24,2,3
'2018-07-19 18:26:44','2018-07-19 21:06:12',11.101,21064,54,2,2
'2018-07-19 18:36:22','2018-07-19 18:37:34',0.652,6664,48,2,1
'2018-07-19 18:36:24','2018-07-19 20:31:59',3.151,143775,43,1,3
'2018-07-19 19:02:37','2018-07-19 23:07:30',9.617,146500,63,2,2
'2018-07-19 19:09:41','2018-07-19 20:29:51',2.848,20531,43,2,1
'2018-07-19 19:21:33','2018-07-20 01:16:12',3.731,20573,4,1,2
'2018-07-19 19:32:43','2018-07-19 22:25:02',8.871,20999,76,1,1
'2018-07-19 19:34:44','2018-07-19 19:53:58',1.717,330,15,1,3
'2018-07-19 19:37:58','2018-07-19 21:15:57',3.787,166575,30,1,3
'2018-07-19 19:45:48','2018-07-19 22:16:55',1.671,282,72,2,2
'2018-07-19 20:05:05','2018-07-19 21:45:06',4.752,292,60,1,2
'2018-07-19 20:25:30','2018-07-19 23:41:04',6.337,127818,63,1,2
'2018-07-19 20:37:27','2018-07-19 23:32:33',6.261,20407,34,1,2
'2018-07-19 21:31:53','2018-07-19 23:44:21',8.402,24727,66,1,2
'2018-07-19 21:45:24','2018-07-19 22:47:44',2.074,16161,75,1,2
'2018-07-19 22:11:01','2018-07-19 22:51:13',4.116,108814,26,2,3
'2018-07-19 23:13:43','2018-07-19 23:26:07',1.283,20577,40,1,3
'2018-07-19 23:38:01','2018-07-19 23:58:38',2.098,328,76,1,1
'2018-07-19 23:46:40','2018-07-20 00:41:42',6.04,6664,26,1,1
'2018-07-19 23:50:03','2018-07-20 00:33:40',4.683,75111,3,2,1
'2018-07-19 23:54:24','2018-07-20 02:13:30',7.206,52475,10,2,1
'2018-07-20 00:29:08','2018-07-20 12:36:26',16.225,91283,42,2,1
'2018-07-20 00:30:26','2018-07-20 03:27:57',18.878,3324,44,1,3
'2018-07-20 00:37:40','2018-07-20 03:17:55',13.893,277,23,1,3
'2018-07-20 00:49:15','2018-07-20 01:27:13',1.382,12601,83,2,3
'2018-07-20 01:02:32','2018-07-20 03:58:01',18.944,176880,67,1,2
'2018-07-20 01:10:14','2018-07-20 02:43:49',9.801,20412,48,1,1
'2018-07-20 01:11:48','2018-07-20 02:48:48',5.073,334,59,1,2
'2018-07-20 01:26:00','2018-07-20 04:48:52',10.98,20764,65,1,1
'2018-07-20 01:31:17','2018-07-20 02:14:42',1.258,15627,58,2,3
'2018-07-20 01:48:19','2018-07-20 03:06:00',5.578,20321,85,1,2
'2018-07-20 01:55:11','2018-07-20 03:13:25',2.435,20577,78,2,2
'2018-07-20 02:02:38','2018-07-20 02:11:14',0.812,52475,32,2,2
'2018-07-20 02:32:15','2018-07-20 04:38:21',13.128,24727,75,2,3
'2018-07-20 02:33:22','2018-07-20 04:29:43',5.91,311,28,2,1
'2018-07-20 02:51:41','2018-07-20 05:10:54',7.95,20597,34,1,3
'2018-07-20 02:57:14','2018-07-20 05:37:32',18.185,287,65,1,2
'2018-07-20 04:05:41','2018-07-20 04:23:54',1.865,21057,51,2,3
'2018-07-20 04:23:54','2018-07-20 06:07:39',11.253,21120,17,1,1
'2018-07-20 04:24:35','2018-07-20 04:43:21',2.007,334,40,2,3
'2018-07-20 05:11:40','2018-07-20 05:20:20',0.947,21114,58,1,1
'2018-07-20 05:30:13','2018-07-20 05:39:36',0.533,15627,67,1,1
'2018-07-20 06:10:09','2018-07-20 07:14:27',6.675,20623,68,1,1
'2018-07-20 07:09:02','2018-07-20 11:03:57',25.901,317,22,2,2
'2018-07-20 07:49:55','2018-07-20 13:34:25',9.413,133929,50,1,1
'2018-07-20 11:37:39','2018-07-20 12:07:23',3.414,21120,76,1,3
'2018-07-20 11:46:33','2018-07-20 15:42:04',12.097,333,76,2,3
'2018-07-20 13:30:43','2018-07-20 21:57:31',13.332,282,80,2,2
'2018-07-20 14:04:14','2018-07-20 16:55:35',14.153,20646,91,1,3
'2018-07-20 14:33:45','2018-07-20 16:37:24',12.417,318,81,2,3
'2018-07-20 14:49:53','2018-07-20 18:07:10',14.478,143775,15,2,2
'2018-07-20 15:00:21','2018-07-20 16:19:53',6.054,6665,52,1,2
'2018-07-20 15:06:16','2018-07-20 20:08:41',2.516,232177,53,2,2
'2018-07-20 15:08:24','2018-07-20 16:07:46',6.296,73817,32,2,3
'2018-07-20 15:11:18','2018-07-20 18:53:41',16.345,20577,65,2,3
'2018-07-20 15:17:29','2018-07-20 16:27:04',3.446,6663,2,1,3
'2018-07-20 15:28:26','2018-07-20 19:42:20',13.499,20650,82,1,3
'2018-07-20 15:28:40','2018-07-20 21:23:21',16.86,21094,38,1,3
'2018-07-20 15:32:54','2018-07-20 17:55:20',7.115,20577,1,2,3
'2018-07-20 15:34:39','2018-07-20 22:03:24',16.534,20644,13,1,2
'2018-07-20 15:38:51','2018-07-20 18:47:57',6.653,20101,31,1,3
'2018-07-20 15:46:06','2018-07-20 18:09:57',4.36,22503,50,1,3
'2018-07-20 15:46:27','2018-07-20 18:55:12',6.046,12498,84,1,1
'2018-07-20 15:49:44','2018-07-20 22:46:19',19.516,20646,3,1,1
'2018-07-20 15:50:40','2018-07-20 17:29:29',10.43,6666,76,2,1
'2018-07-20 15:52:29','2018-07-20 17:54:15',4.817,20558,32,2,3
'2018-07-20 15:52:39','2018-07-21 00:36:50',13.991,20552,84,1,3
'2018-07-20 15:53:49','2018-07-20 23:50:32',9.184,6951,78,1,3
'2018-07-20 15:54:06','2018-07-20 19:15:08',17.927,20436,37,2,1
'2018-07-20 15:54:57','2018-07-20 16:25:53',3.139,3323,91,1,1
'2018-07-20 16:03:17','2018-07-20 20:20:17',9.184,6776,31,1,2
'2018-07-20 16:10:26','2018-07-20 20:04:46',8.131,21073,47,2,3
'2018-07-20 16:11:47','2018-07-20 17:45:42',2.929,146500,27,2,1
'2018-07-20 16:13:38','2018-07-20 16:31:33',0.552,73817,84,2,1
'2018-07-20 16:14:45','2018-07-20 22:18:55',15.391,3326,3,2,1
'2018-07-20 16:25:04','2018-07-20 21:56:13',8.775,6776,87,2,1
'2018-07-20 16:35:24','2018-07-21 00:19:50',16.33,3873,48,1,1
'2018-07-20 16:38:26','2018-07-20 17:46:48',2.269,317,21,2,2
'2018-07-20 16:47:50','2018-07-20 18:41:21',4.788,21114,72,2,3
'2018-07-20 16:48:17','2018-07-20 23:11:39',13.873,3323,91,1,1
'2018-07-20 17:02:38','2018-07-20 22:35:40',12.56,73817,30,2,2
'2018-07-20 17:13:52','2018-07-20 18:57:54',10.65,6758,71,1,3
'2018-07-20 17:29:42','2018-07-20 23:56:56',14.016,176880,56,2,2
'2018-07-20 17:30:34','2018-07-20 20:37:01',16.882,285,54,1,3
