start,finish,energy,point_id,vehicle_id,payment_id,pricing_id
'2018-10-27 14:49:49','2018-10-27 15:29:04',3.645,22503,2,1,2
'2018-10-27 14:52:07','2018-10-27 15:57:36',6.722,20377,29,1,2
'2018-10-27 15:04:42','2018-10-27 18:34:04',11.881,20608,56,2,2
'2018-10-27 15:19:39','2018-10-27 17:29:57',13.883,300,55,2,1
'2018-10-27 15:24:44','2018-10-27 18:31:28',10.613,333,62,2,3
'2018-10-27 15:55:17','2018-10-27 17:21:42',4.522,184,35,2,1
'2018-10-27 16:09:28','2018-10-27 21:34:07',13.89,108814,17,1,1
'2018-10-27 16:22:54','2018-10-27 17:07:53',2.46,184,19,1,3
'2018-10-27 16:45:51','2018-10-27 17:40:45',2.31,3324,67,1,1
'2018-10-27 16:52:28','2018-10-27 17:35:48',1.907,3326,68,1,2
'2018-10-27 17:01:05','2018-10-27 18:18:22',4.776,277,54,2,2
'2018-10-27 17:25:28','2018-10-27 18:38:35',5.866,20588,55,2,2
'2018-10-27 17:51:53','2018-10-27 21:16:39',13.888,277,35,1,2
'2018-10-27 18:08:22','2018-10-27 18:21:53',1.37,21073,64,2,1
'2018-10-27 18:49:50','2018-10-27 19:30:53',1.823,143775,82,2,2
'2018-10-27 19:16:21','2018-10-27 21:34:04',13.901,146500,77,1,3
'2018-10-27 19:18:01','2018-10-27 20:40:57',9.299,20413,89,1,1
'2018-10-27 19:19:08','2018-10-27 20:32:25',4.161,318,18,2,1
'2018-10-27 19:26:35','2018-10-27 20:51:45',9.572,12628,2,1,3
'2018-10-27 19:42:50','2018-10-27 22:19:23',9.527,311,42,1,2
'2018-10-27 19:48:07','2018-10-27 21:58:12',13.935,52475,25,1,2
'2018-10-27 19:52:56','2018-10-27 20:46:07',5.029,180674,77,1,2
'2018-10-27 19:53:39','2018-10-27 20:34:26',4.587,281,44,2,3
'2018-10-27 20:33:43','2018-10-27 22:44:01',13.888,20573,10,1,1
'2018-10-27 21:09:14','2018-10-27 23:01:13',5.786,127818,60,2,3
'2018-10-27 21:11:17','2018-10-28 00:49:12',12.762,6668,49,2,2
'2018-10-27 21:14:15','2018-10-27 21:34:56',2.236,287,65,2,3
'2018-10-27 21:18:16','2018-10-27 21:46:06',2.923,26375,80,1,2
'2018-10-27 22:17:10','2018-10-28 00:00:21',6.24,20412,50,2,3
'2018-10-27 22:28:56','2018-10-28 01:03:16',13.873,24727,48,1,3
'2018-10-28 00:03:08','2018-10-28 00:22:46',1.156,20407,26,2,2
'2018-10-28 01:04:19','2018-10-28 01:39:22',4.013,3326,74,2,1
'2018-10-28 01:24:29','2018-10-28 03:40:21',7.483,21041,74,1,1
'2018-10-28 01:46:07','2018-10-28 04:08:29',14.148,20382,57,1,2
'2018-10-28 04:27:39','2018-10-28 08:18:07',13.025,6669,19,1,3
'2018-10-28 04:50:03','2018-10-28 14:16:14',15.161,332,70,1,2
'2018-10-28 05:18:18','2018-10-28 10:55:56',37.217,20001,78,2,1
'2018-10-28 05:31:21','2018-10-28 06:17:58',5.232,20101,56,2,3
'2018-10-28 06:02:36','2018-10-28 07:31:04',9.736,300,77,1,2
'2018-10-28 06:31:01','2018-10-28 06:49:00',2.026,21057,2,2,3
'2018-10-28 06:50:45','2018-10-28 07:58:47',5.998,253379,30,1,2
'2018-10-28 07:08:24','2018-10-28 08:18:24',3.412,20999,27,1,2
'2018-10-28 07:32:53','2018-10-28 14:55:57',12.142,166575,15,1,3
'2018-10-28 13:16:01','2018-10-28 15:12:08',13.252,20999,6,2,2
'2018-10-28 14:10:14','2018-10-28 15:23:03',2.422,201,62,2,1
'2018-10-28 14:15:25','2018-10-28 15:07:18',3.252,311,44,1,1
'2018-10-28 14:38:03','2018-10-28 19:47:23',13.873,285,45,1,3
'2018-10-28 14:58:13','2018-10-28 20:27:42',13.194,20623,11,2,3
'2018-10-28 15:56:14','2018-10-28 19:04:08',7.534,12601,34,2,3
'2018-10-28 16:01:10','2018-10-28 23:43:16',50.895,20294,25,2,1
'2018-10-28 16:15:05','2018-10-28 18:33:42',14.172,287,23,2,3
'2018-10-28 16:34:16','2018-10-28 17:56:53',9.275,21114,25,1,2
'2018-10-28 17:09:56','2018-10-28 17:35:40',2.801,201,36,2,3
'2018-10-28 17:16:21','2018-10-28 18:17:41',3.776,317,44,1,2
'2018-10-28 17:32:34','2018-10-28 18:20:22',5.124,21041,26,1,3
'2018-10-28 17:33:20','2018-10-28 18:34:48',6.856,20101,42,1,1
'2018-10-28 17:37:50','2018-10-28 22:37:26',9.323,6668,85,2,1
'2018-10-28 17:38:08','2018-10-28 21:49:48',13.787,91283,27,2,1
'2018-10-28 17:41:40','2018-10-28 17:52:41',1.048,20673,5,1,2
'2018-10-28 17:42:17','2018-10-28 19:28:25',11.398,6663,49,1,2
'2018-10-28 17:51:46','2018-10-28 20:20:16',11.737,20660,73,1,1
'2018-10-28 17:55:58','2018-10-28 18:12:27',1.7,281,82,1,2
'2018-10-28 17:58:24','2018-10-28 18:07:31',1.001,333,88,1,1
'2018-10-28 18:03:29','2018-10-29 01:06:23',13.904,12498,26,1,2
'2018-10-28 18:10:17','2018-10-28 22:43:50',31.275,20294,47,2,3
'2018-10-28 18:11:32','2018-10-28 18:33:12',2.296,20650,75,1,2
'2018-10-28 18:32:21','2018-10-28 20:05:56',10.607,285,61,1,2
'2018-10-28 19:00:42','2018-10-28 20:55:54',5.965,133929,45,1,1
'2018-10-28 19:01:12','2018-10-28 21:40:48',11.436,314,68,2,3
'2018-10-28 19:15:28','2018-10-29 01:45:00',13.924,6666,37,2,1
'2018-10-28 19:22:39','2018-10-28 21:27:34',13.561,20001,30,1,2
'2018-10-28 19:36:58','2018-10-28 21:19:17',5.985,281,45,2,1
'2018-10-28 19:47:32','2018-10-28 23:44:02',13.872,20321,73,2,1
'2018-10-28 20:08:18','2018-10-28 20:27:45',1.984,311,44,2,3
'2018-10-28 20:26:54','2018-10-28 20:48:10',2.235,44239,70,2,2
'2018-10-28 20:26:54','2018-10-28 21:01:15',1.609,44239,46,1,1
'2018-10-28 20:47:19','2018-10-28 20:58:13',1.049,332,58,2,1
'2018-10-28 20:49:10','2018-10-28 22:13:14',5.428,16134,72,1,1
'2018-10-28 20:56:34','2018-10-28 22:53:59',13.075,92122,80,2,2
'2018-10-28 20:57:34','2018-10-28 23:07:10',13.889,12498,20,1,1
'2018-10-28 21:11:05','2018-10-28 21:26:47',1.673,15627,5,1,1
'2018-10-28 21:17:31','2018-10-28 23:30:46',13.204,176880,46,1,2
'2018-10-28 21:42:07','2018-10-28 23:53:39',13.884,282,48,2,2
'2018-10-28 22:56:49','2018-10-28 23:08:02',1.123,318,13,1,1
'2018-10-28 23:09:40','2018-10-29 01:19:49',13.867,20573,46,1,2
'2018-10-29 00:07:15','2018-10-29 01:45:31',4.625,6669,51,2,3
'2018-10-29 00:08:14','2018-10-29 02:04:48',11.319,20053,23,2,1
'2018-10-29 00:16:19','2018-10-29 02:19:39',13.543,324,70,2,2
'2018-10-29 00:42:15','2018-10-29 01:51:12',2.715,317,80,1,3
'2018-10-29 00:52:57','2018-10-29 02:53:54',6.864,311,12,1,3
'2018-10-29 01:13:09','2018-10-29 04:48:29',20.076,300,61,1,1
'2018-10-29 01:35:42','2018-10-29 02:08:04',1.763,166575,28,2,2
'2018-10-29 01:42:16','2018-10-29 02:59:30',7.98,20597,44,2,3
'2018-10-29 02:41:19','2018-10-29 03:33:27',5.783,91342,36,1,2
'2018-10-29 03:19:50','2018-10-29 05:04:09',8.638,331,47,1,2
'2018-10-29 03:24:44','2018-10-29 03:36:36',1.342,328,19,1,2
'2018-10-29 03:28:21','2018-10-29 05:45:53',13.207,6668,78,1,3
'2018-10-29 04:27:42','2018-10-29 04:38:24',1.187,6668,40,1,1
'2018-10-29 04:58:47','2018-10-29 05:19:08',1.887,3327,25,2,1
'2018-10-29 05:12:12','2018-10-29 22:45:04',2.842,3415,33,1,1
'2018-10-29 12:00:40','2018-10-29 14:14:42',6.922,312,26,1,3
'2018-10-29 12:03:02','2018-10-29 12:08:29',0.594,180674,23,2,3
'2018-10-29 12:54:13','2018-10-29 13:30:44',1.519,20377,3,2,3
'2018-10-29 13:32:35','2018-10-29 14:36:22',5.959,282,23,1,3
'2018-10-29 13:36:00','2018-10-29 14:46:00',8.041,184,34,2,3
'2018-10-29 13:48:45','2018-10-29 15:58:27',9.613,6951,85,1,1
'2018-10-29 14:02:30','2018-10-29 16:48:35',11.63,3968,55,1,1
'2018-10-29 14:05:50','2018-10-29 14:43:12',4.291,26375,49,1,1
'2018-10-29 14:09:11','2018-10-29 21:48:37',20.804,166575,1,2,1
'2018-10-29 14:14:09','2018-10-29 20:30:41',23.591,232177,86,1,2
'2018-10-29 14:30:19','2018-10-29 23:58:49',13.382,20588,38,2,1
'2018-10-29 14:40:04','2018-10-29 16:45:18',7.861,318,59,1,2
'2018-10-29 14:42:55','2018-10-29 17:36:54',11.729,20531,18,1,3
'2018-10-29 14:48:47','2018-10-29 18:09:49',14.69,20650,69,2,2
'2018-10-29 14:52:37','2018-10-29 18:22:11',13.881,180674,7,2,3
'2018-10-29 15:01:45','2018-10-29 23:33:33',19.17,3873,44,1,1
'2018-10-29 15:02:46','2018-10-29 16:54:37',5.902,20608,54,1,1
'2018-10-29 15:03:31','2018-10-29 22:59:41',14.626,16161,17,2,3
'2018-10-29 15:09:08','2018-10-29 23:27:10',11.793,3968,11,2,1
'2018-10-29 15:09:40','2018-10-29 16:51:39',3.41,20377,58,1,2
'2018-10-29 15:11:01','2018-10-29 23:43:49',39.596,92122,65,2,1
'2018-10-29 15:12:58','2018-10-29 21:36:16',22.341,20573,89,1,2
'2018-10-29 15:14:25','2018-10-30 02:39:17',13.267,108814,42,2,1
'2018-10-29 15:14:56','2018-10-29 18:40:11',12.95,91283,3,2,1
'2018-10-29 15:22:44','2018-10-29 18:48:26',14.42,3327,76,2,1
'2018-10-29 15:23:14','2018-10-29 17:54:02',7.857,20412,56,1,1
'2018-10-29 15:26:38','2018-10-29 19:48:29',11.181,92122,18,1,3
'2018-10-29 15:28:16','2018-10-29 16:25:23',1.859,20785,24,1,2
'2018-10-29 15:29:29','2018-10-29 23:09:57',7.952,92122,57,1,1
'2018-10-29 15:30:52','2018-10-29 23:05:00',13.877,20445,42,1,2
'2018-10-29 15:31:11','2018-10-29 17:32:39',4.071,91283,32,1,3
'2018-10-29 15:31:11','2018-10-29 18:44:04',6.174,3415,66,2,2
'2018-10-29 15:31:33','2018-10-29 19:07:18',10.941,73441,28,1,3
'2018-10-29 15:32:21','2018-10-29 22:49:02',13.885,91342,17,2,3
'2018-10-29 15:33:38','2018-10-29 16:49:04',4.057,3991,79,1,2
'2018-10-29 15:37:50','2018-11-01 19:01:12',27.461,20531,82,1,3
'2018-10-29 15:38:56','2018-10-29 16:33:24',2.145,6666,55,2,3
'2018-10-29 15:41:34','2018-10-30 00:39:48',5.178,20673,5,1,1
'2018-10-29 15:42:10','2018-10-29 23:14:09',14.205,44239,45,1,3
'2018-10-29 15:43:37','2018-10-29 19:41:20',7.174,91342,89,2,3
'2018-10-29 15:43:51','2018-10-29 18:43:09',12.417,3415,32,2,2
'2018-10-29 15:47:09','2018-10-29 16:37:11',1.683,201,71,2,2
'2018-10-29 15:47:35','2018-10-29 23:42:15',13.687,20558,10,1,2
'2018-10-29 16:05:19','2018-10-30 02:39:18',13.912,21064,79,2,2
'2018-10-29 16:09:25','2018-10-29 17:37:15',3.773,21019,47,2,2
'2018-10-29 16:14:08','2018-10-29 18:15:42',6.54,91342,31,2,1
'2018-10-29 16:19:48','2018-10-29 17:20:07',2.142,21022,85,1,3
'2018-10-29 16:23:47','2018-10-29 18:54:24',7.575,20673,85,1,3
'2018-10-29 16:32:13','2018-10-29 19:08:52',5.707,109090,90,1,3
'2018-10-29 16:41:56','2018-10-29 23:47:25',5.337,6670,2,2,2
'2018-10-29 16:43:03','2018-10-29 18:40:09',5.434,334,88,2,3
'2018-10-29 16:43:06','2018-10-29 18:52:13',8.934,315,5,2,2
'2018-10-29 16:56:23','2018-10-29 20:28:27',7.402,314,69,1,1
'2018-10-29 17:22:12','2018-10-29 19:24:57',4.684,20608,83,2,3
'2018-10-29 17:38:21','2018-10-29 21:30:03',9.181,86,48,2,1
'2018-10-29 19:05:32','2018-10-29 23:46:33',13.91,318,88,2,2
'2018-10-29 19:47:03','2018-10-29 21:56:22',6.137,6758,79,2,2
'2018-10-29 19:48:49','2018-10-30 00:36:51',16.417,6663,17,1,1
'2018-10-29 20:25:21','2018-10-29 21:11:07',5.159,86,65,2,3
'2018-10-29 20:26:25','2018-10-29 20:36:58',1.064,20764,89,1,2
'2018-10-29 21:30:59','2018-10-29 23:02:56',10.01,324,62,2,1
'2018-10-29 21:45:53','2018-10-29 22:04:44',0.526,20673,71,2,3
'2018-10-29 21:50:49','2018-10-30 01:15:44',15.806,20999,29,2,1
'2018-10-29 22:00:05','2018-10-29 22:42:07',4.553,108814,77,1,1
'2018-10-29 22:07:53','2018-10-30 00:57:46',18.584,133929,81,2,1
'2018-10-29 22:13:03','2018-10-30 00:10:49',6.844,12604,6,2,3
'2018-10-29 22:38:45','2018-10-30 00:39:00',11.86,21073,49,2,1
'2018-10-29 22:44:25','2018-10-29 23:03:44',0.573,16161,32,2,3
'2018-10-29 23:25:52','2018-10-30 00:57:17',5.082,6665,53,2,2
'2018-10-29 23:42:09','2018-10-30 01:22:34',10.249,282,11,2,2
'2018-10-30 00:01:38','2018-10-30 02:39:19',13.907,20053,63,1,3
'2018-10-30 00:07:52','2018-10-30 16:16:41',14.219,20294,90,2,2
'2018-10-30 00:18:25','2018-10-30 04:16:48',13.886,20552,6,2,2
'2018-10-30 00:34:39','2018-10-30 02:58:41',13.902,6758,77,2,3
'2018-10-30 00:42:04','2018-10-30 01:44:04',6.636,287,10,2,2
'2018-10-30 00:43:02','2018-10-30 02:32:46',11.421,20673,18,2,3
'2018-10-30 00:43:18','2018-10-30 02:26:16',11.545,334,60,2,3
'2018-10-30 00:57:57','2018-10-30 04:43:52',12.991,190,91,1,2
'2018-10-30 01:00:53','2018-10-30 14:14:59',14.088,20673,9,1,1
'2018-10-30 01:37:12','2018-10-30 06:32:13',32.561,20999,42,2,1
'2018-10-30 01:48:46','2018-10-30 03:36:52',11.939,20646,80,2,3
'2018-10-30 01:50:02','2018-10-30 04:00:08',13.898,86,15,1,1
'2018-10-30 01:53:40','2018-10-30 02:33:58',1.492,21046,57,2,3
'2018-10-30 02:08:06','2018-10-30 03:42:25',10.599,20644,91,2,2
'2018-10-30 02:16:00','2018-10-30 04:32:45',14.258,318,30,1,3
'2018-10-30 02:22:24','2018-10-30 04:12:04',6.001,317,50,1,1
'2018-10-30 02:35:58','2018-10-30 04:01:38',5.612,21073,74,2,1
'2018-10-30 02:47:59','2018-10-30 05:15:45',2.803,21057,41,1,3
'2018-10-30 03:05:57','2018-10-30 05:04:45',6.431,133928,26,1,1
'2018-10-30 03:31:22','2018-10-30 05:09:45',11.081,20644,41,2,2
'2018-10-30 03:43:47','2018-10-30 04:29:21',5.154,20650,35,1,2
'2018-10-30 03:58:27','2018-10-30 04:31:25',3.445,12555,31,2,3
'2018-10-30 04:37:10','2018-10-30 05:12:32',3.154,253379,19,1,2
'2018-10-30 05:27:33','2018-10-30 06:49:23',4.821,6666,75,1,3
'2018-10-30 12:53:03','2018-10-30 17:49:23',32.149,12604,52,2,1
'2018-10-30 13:20:18','2018-10-30 13:48:56',3.105,21046,12,2,2
'2018-10-30 13:56:30','2018-10-30 15:44:36',4.635,232177,73,2,2
'2018-10-30 13:58:28','2018-10-30 18:22:05',10.827,20004,80,2,1
'2018-10-30 14:15:39','2018-10-30 17:45:37',13.106,20004,73,2,3
'2018-10-30 14:18:08','2018-10-30 21:04:12',19.279,52475,26,1,3
'2018-10-30 14:19:17','2018-10-30 15:48:30',9.242,332,60,1,2
'2018-10-30 14:31:42','2018-10-30 23:57:47',5.833,20623,9,2,3
'2018-10-30 14:46:45','2018-10-31 03:12:03',11.099,332,46,1,2
'2018-10-30 14:51:58','2018-10-30 22:35:55',5.258,184,59,2,2
'2018-10-30 15:03:11','2018-10-30 19:59:34',16.556,3968,61,1,2
'2018-10-30 15:08:07','2018-10-30 17:48:34',13.89,21064,40,1,1
'2018-10-30 15:13:14','2018-10-30 17:17:36',6.494,20445,75,1,1
'2018-10-30 15:13:54','2018-10-30 15:58:14',1.917,166575,15,2,1
'2018-10-30 15:19:18','2018-10-30 18:39:35',8.541,20552,67,1,2
'2018-10-30 15:19:36','2018-10-30 20:15:21',10.327,20646,57,2,3
'2018-10-30 15:25:03','2018-10-30 17:52:49',6.841,20588,63,1,3
'2018-10-30 15:26:03','2018-10-30 18:20:56',6.947,20608,49,1,1
'2018-10-30 15:31:17','2018-10-30 19:04:26',8.263,20445,30,2,3
'2018-10-30 15:31:32','2018-10-30 17:15:09',4.659,21058,3,2,3
'2018-10-30 15:35:05','2018-10-30 19:15:03',10.748,21041,81,2,3
'2018-10-30 15:37:23','2018-10-30 19:11:08',6.973,3326,25,2,3
'2018-10-30 15:43:02','2018-10-30 17:41:27',5.966,21120,14,1,1
'2018-10-30 15:49:37','2018-10-30 18:53:18',13.907,20577,44,1,1
'2018-10-30 15:53:05','2018-10-31 02:54:39',13.948,16134,23,2,2
'2018-10-30 15:53:36','2018-10-30 21:10:37',11.763,20650,13,1,3
'2018-10-30 15:54:38','2018-10-30 20:53:17',9.224,24727,23,2,3
'2018-10-30 15:56:17','2018-10-30 19:08:31',9.675,20407,56,1,3
'2018-10-30 15:56:23','2018-10-30 17:35:06',8.976,33433,54,1,3
'2018-10-30 15:59:30','2018-10-30 21:44:35',11.515,20375,38,1,1
'2018-10-30 16:02:23','2018-10-30 18:04:01',6.13,20412,34,1,1
'2018-10-30 16:03:10','2018-10-30 17:06:40',5.321,133928,57,2,3
'2018-10-30 16:08:42','2018-10-30 16:44:29',1.398,317,9,2,3
'2018-10-30 16:20:28','2018-10-30 20:18:28',13.888,285,54,2,1
'2018-10-30 16:23:43','2018-10-30 17:20:53',1.86,3968,17,1,3
'2018-10-30 16:25:00','2018-10-30 17:08:09',2.917,127818,82,2,1
'2018-10-30 16:26:31','2018-10-30 18:47:29',7.399,317,50,1,1
'2018-10-30 16:34:17','2018-10-30 22:42:22',12.621,20101,24,2,2
'2018-10-30 16:37:45','2018-10-30 18:12:23',4.346,21073,30,1,1
'2018-10-30 16:45:09','2018-10-30 22:06:22',13.196,3326,72,1,1
'2018-10-30 16:50:14','2018-10-30 17:51:50',2.072,334,43,2,2
'2018-10-30 16:56:58','2018-10-31 00:40:28',13.894,20558,44,1,3
'2018-10-30 17:01:43','2018-10-30 18:50:48',11.534,146500,3,1,3
'2018-10-30 17:17:31','2018-10-30 20:56:37',12.591,20616,33,2,3
'2018-10-30 18:00:54','2018-10-30 19:41:58',5.391,21057,19,2,1
'2018-10-30 18:17:52','2018-10-31 01:06:03',13.883,20377,4,2,2
'2018-10-30 18:55:15','2018-10-30 19:41:24',1.949,20616,39,2,2
'2018-10-30 19:16:22','2018-10-30 21:36:46',8.941,285,40,2,2
'2018-10-30 19:33:37','2018-10-30 22:17:29',12.697,6776,83,1,3
'2018-10-30 19:53:40','2018-10-30 21:59:38',7.826,20001,73,1,3
'2018-10-30 20:33:57','2018-10-30 22:33:10',6.132,201,20,1,1
'2018-10-30 20:53:27','2018-10-31 00:10:53',12.669,166575,18,1,3
'2018-10-30 20:59:55','2018-10-30 22:53:08',8.893,20646,57,1,2
'2018-10-30 21:03:37','2018-10-30 23:04:58',12.02,21120,45,1,3
'2018-10-30 22:02:09','2018-10-30 23:54:42',12.479,91283,45,1,2
'2018-10-30 22:06:58','2018-10-30 23:02:47',3.259,91342,37,1,3
'2018-10-30 23:00:09','2018-10-31 01:25:02',10.738,22503,51,2,1
'2018-10-30 23:03:11','2018-10-31 00:34:32',10.276,259,5,1,3
'2018-10-30 23:29:05','2018-10-31 03:34:42',13.879,20577,17,2,1
'2018-10-30 23:50:39','2018-10-31 01:02:58',4.495,332,67,1,3
'2018-10-31 00:11:30','2018-10-31 02:15:29',6.656,3415,9,1,3
'2018-10-31 00:30:24','2018-10-31 02:13:03',9.756,6668,4,2,2
'2018-10-31 00:41:56','2018-10-31 00:54:44',1.296,86,75,2,1
'2018-10-31 00:48:43','2018-10-31 01:02:11',1.384,21022,75,1,2
'2018-10-31 00:54:25','2018-10-31 01:02:14',0.831,12498,57,2,2
'2018-10-31 00:58:28','2018-10-31 01:26:34',3.125,328,63,1,1
'2018-10-31 01:01:48','2018-10-31 02:52:51',11.787,20412,21,2,3
'2018-10-31 01:05:12','2018-10-31 01:23:55',1.73,315,69,1,2
'2018-10-31 01:06:53','2018-10-31 04:07:49',10.469,318,54,1,3
'2018-10-31 01:34:00','2018-10-31 03:43:11',13.869,6776,54,2,3
'2018-10-31 01:39:19','2018-10-31 03:39:14',6.521,20053,1,2,2
'2018-10-31 01:49:40','2018-10-31 03:10:19',8.89,6668,21,2,1
'2018-10-31 01:50:11','2018-10-31 03:12:50',9.426,21057,89,2,3
'2018-10-31 01:55:59','2018-10-31 03:24:34',9.643,6668,56,1,2
'2018-10-31 02:01:42','2018-10-31 02:51:29',5.31,73817,48,2,2
'2018-10-31 02:25:39','2018-10-31 03:18:31',5.772,21120,20,1,1
'2018-10-31 02:39:41','2018-10-31 04:42:24',12.684,6668,91,2,1
'2018-10-31 02:53:34','2018-10-31 04:49:25',11.37,20573,17,2,1
'2018-10-31 02:54:23','2018-10-31 10:19:04',49.879,3323,15,2,3
'2018-10-31 02:54:27','2018-10-31 06:45:38',24.736,3873,16,2,3
'2018-10-31 03:18:48','2018-10-31 04:42:36',9.436,285,12,1,2
'2018-10-31 03:25:59','2018-10-31 05:04:49',11.091,12498,54,1,2
'2018-10-31 03:31:46','2018-10-31 08:25:15',15.201,20673,84,2,2
'2018-10-31 03:33:32','2018-10-31 04:25:21',5.229,109090,41,1,2
'2018-10-31 03:33:52','2018-10-31 04:08:36',1.48,20514,28,2,1
'2018-10-31 03:55:40','2018-10-31 04:22:59',1.024,20646,42,1,2
'2018-10-31 04:25:34','2018-10-31 04:52:49',3.064,184,49,2,2
'2018-10-31 05:08:54','2018-10-31 05:58:29',2.935,6776,50,2,3
'2018-10-31 05:44:34','2018-10-31 06:02:06',1.951,20785,43,2,1
'2018-10-31 06:12:45','2018-10-31 06:49:03',3.38,6768,26,2,2
'2018-10-31 12:31:04','2018-10-31 17:33:42',31.156,253379,40,1,3
'2018-10-31 12:34:38','2018-10-31 20:29:21',3.421,6666,37,1,1
'2018-10-31 12:48:34','2018-10-31 13:11:24',2.492,52475,75,1,2
'2018-10-31 13:20:30','2018-10-31 14:22:06',3.371,22503,25,2,3
'2018-10-31 13:34:30','2018-10-31 14:10:45',3.33,21014,86,1,1
'2018-10-31 13:52:26','2018-10-31 20:29:12',3.459,21022,40,2,1
'2018-10-31 13:55:29','2018-10-31 22:00:10',3.527,92122,26,1,1
'2018-10-31 14:00:44','2018-10-31 17:17:58',19.471,20577,5,2,1
'2018-10-31 14:10:41','2018-10-31 23:36:18',3.566,3324,41,2,1
'2018-10-31 14:35:09','2018-11-01 00:01:37',12.639,6776,25,1,2
'2018-10-31 14:47:11','2018-10-31 16:08:49',3.386,16161,22,1,3
'2018-10-31 14:55:43','2018-10-31 17:31:50',3.246,16161,53,1,2
'2018-10-31 14:58:00','2018-10-31 23:44:20',3.318,21073,20,1,1
'2018-10-31 14:59:59','2018-11-01 00:42:31',3.513,201,66,1,2
'2018-10-31 15:02:19','2018-10-31 15:24:38',2.458,6951,69,2,1
'2018-10-31 15:04:03','2018-10-31 16:24:32',3.388,3326,48,2,1
'2018-10-31 15:09:07','2018-10-31 20:34:06',33.431,331,26,1,2
'2018-10-31 15:09:09','2018-10-31 16:18:35',6.612,3968,1,2,1
'2018-10-31 15:11:00','2018-10-31 18:46:45',17.188,6665,83,1,2
'2018-10-31 15:12:07','2018-10-31 17:41:24',3.432,259,35,1,3
'2018-10-31 15:13:52','2018-10-31 17:17:51',3.403,73441,59,1,1
'2018-10-31 15:14:39','2018-10-31 17:13:20',10.453,75111,11,2,1
'2018-10-31 15:19:13','2018-10-31 20:28:39',4.292,281,71,2,1
'2018-10-31 15:20:01','2018-10-31 16:40:16',4.327,20413,24,2,1
'2018-10-31 15:25:37','2018-10-31 16:19:00',1.989,20764,69,1,2
'2018-10-31 15:28:11','2018-11-01 03:04:54',5.689,6668,81,1,1
'2018-10-31 15:37:16','2018-10-31 22:00:06',3.464,21019,13,1,1
'2018-10-31 15:41:35','2018-10-31 16:49:49',2.3,20413,46,1,1
'2018-10-31 15:42:26','2018-10-31 16:45:21',2.05,20608,38,1,1
'2018-10-31 15:45:25','2018-10-31 23:23:48',4.535,21058,56,2,1
'2018-10-31 15:47:11','2018-10-31 22:57:47',4.742,330,30,2,2
'2018-10-31 15:48:23','2018-10-31 18:18:11',6.685,20577,51,2,1
'2018-10-31 15:52:40','2018-10-31 23:44:14',3.602,20608,10,2,2
'2018-10-31 15:55:52','2018-10-31 22:00:06',4.402,21022,58,1,3
'2018-10-31 15:57:07','2018-10-31 16:36:21',3.389,20321,23,2,3
'2018-10-31 15:58:01','2018-10-31 21:58:31',3.414,333,84,2,2
'2018-10-31 16:04:14','2018-11-01 03:10:16',3.637,20294,1,1,2
'2018-10-31 16:06:32','2018-11-01 00:02:22',3.399,21120,28,2,3
'2018-10-31 16:07:28','2018-10-31 20:23:32',20.917,20660,45,2,1
'2018-10-31 16:08:09','2018-10-31 20:08:24',3.375,317,79,2,3
'2018-10-31 16:10:26','2018-10-31 17:13:48',6.207,6664,62,1,1
'2018-10-31 16:11:01','2018-10-31 19:09:03',3.387,20785,63,2,3
'2018-10-31 16:18:19','2018-10-31 23:03:40',3.531,184,42,1,3
'2018-10-31 16:22:05','2018-11-01 00:20:25',3.357,3327,17,2,1
'2018-10-31 16:22:47','2018-10-31 21:59:58',3.444,20001,20,2,2
'2018-10-31 16:23:25','2018-10-31 17:53:23',4.396,314,40,1,3
'2018-10-31 16:28:55','2018-11-01 00:20:05',3.574,73441,68,1,1
'2018-10-31 16:37:41','2018-10-31 23:58:38',3.538,21120,38,2,2
'2018-10-31 16:43:10','2018-10-31 18:19:22',3.388,312,54,1,2
'2018-10-31 17:14:30','2018-10-31 23:53:41',3.513,324,11,1,3
'2018-10-31 17:17:32','2018-10-31 18:05:41',3.382,20407,48,2,1
'2018-10-31 18:05:02','2018-10-31 18:42:35',3.381,21073,22,1,1
'2018-10-31 18:51:38','2018-10-31 20:34:33',3.23,75111,14,2,1
'2018-10-31 19:33:02','2018-11-01 00:20:02',3.466,20646,33,2,1
'2018-10-31 19:38:55','2018-10-31 20:44:16',3.371,15689,71,1,3
'2018-10-31 20:07:45','2018-10-31 21:59:56',3.399,253379,70,2,3
'2018-10-31 20:42:38','2018-11-01 00:24:37',3.48,109229,32,1,2
'2018-10-31 20:43:33','2018-10-31 22:03:08',0.765,300,12,1,1
'2018-10-31 20:46:06','2018-10-31 23:35:42',3.815,20616,90,1,3
'2018-10-31 21:34:16','2018-11-01 00:34:48',18.967,44239,44,1,3
'2018-10-31 21:57:41','2018-10-31 22:28:01',1.307,232177,8,1,3
'2018-10-31 22:08:07','2018-10-31 22:48:29',3.391,73441,82,2,1
'2018-10-31 22:08:27','2018-11-01 01:24:57',21.055,26375,6,2,3
'2018-10-31 22:33:05','2018-11-01 00:20:36',3.312,20412,29,1,2
'2018-10-31 22:53:05','2018-11-01 00:21:03',3.699,24727,20,2,2
'2018-10-31 23:02:49','2018-11-01 00:19:51',3.406,20413,37,1,2
'2018-10-31 23:23:24','2018-10-31 23:44:19',2.45,232177,10,2,2
